Идентификатор вакансии;Наименование вакансии;Город;Работодатель;Дата публикации;Дата создания;График работы;Тип трудоустройства;Требуемый опыт;Количество откликов на вакансию с момента публикации;Количество откликов на вакансию с момента создания;Начальная граница З/П;Конечная граница З/П;Итоговая З/П;Ключевые навыки;Профессиональные роли;Кол-во ключевых навыков
100616391;Программист-разработчик/Инженер АСУТП (junior);Казань;ПРОЛАЙТ;2024-06-19 15:12:35;2024-06-19 15:12:35;Полный день;Полная занятость;Нет опыта;120;120;49590;;24795;;Программист, разработчик;0
100616347;Инженер-программист АСУ ТП;Москва;СПК-Проект;2024-06-19 15:11:58;2024-06-19 15:11:58;Полный день;Полная занятость;От 1 года до 3 лет;13;13;100000;;50000;;Другое;0
101865821;Программист 1C 8.0;Тольятти;ТД Шинсервис;2024-06-19 15:11:30;2024-06-19 15:11:30;Полный день;Полная занятость;От 3 до 6 лет;5;5;150000;200000;175000;1C: Предприятие,1C: Управление торговлей,1С: Бухгалтерия,Работа в условиях многозадачности,Создание конфигурации 1С,Знание 1С;Программист, разработчик;6
100616055;Химик - технолог - разработчик;Казань;ФУДЭКС;2024-06-19 15:11:19;2024-06-19 15:11:19;Полный день;Полная занятость;От 1 года до 3 лет;14;14;80000;;40000;ГОСТ,Химические методы анализа,химик,Контроль качества,Лабораторная диагностика,Лабораторная работа,Научная деятельность,Научные исследования,нормативно-техническая документация,Производственное планирование,Работа на производстве,Разработка нового продукта,Сертификация,Сертификация продукции,технологические карты,Внутренний контроль;Технолог;16
102286361;Программист .net;Санкт-Петербург;АЛЬФА-ИНТЕГРАТОР-ИНФОЭНЕРГО;2024-06-19 15:10:51;2024-06-19 15:10:51;Полный день;Полная занятость;От 3 до 6 лет;1;1;120;;60;.NET Core,C#,MS Visual Studio,RabbitMQ,Работа с базами данных,Visual Studio C#;Программист, разработчик;6
101865665;Программист 1С;Москва;Икс-Игрек-Зет Автоматизация;2024-06-19 15:10:28;2024-06-19 15:10:28;Удаленная работа;Полная занятость;От 1 года до 3 лет;41;41;150000;;75000;1С программирование,БитФинанс,Бюджетирование,ERP-системы на базе 1С;Программист, разработчик;4
101270924;Программист-стажер 1С (внедрение);Москва;Онлайн Касса.Ру;2024-06-19 15:10:16;2024-06-19 15:10:16;Удаленная работа;Стажировка;От 1 года до 3 лет;369;369;43500;;21750;1С: Бухгалтерия,1С: Предприятие,1С: Розница,1С: Управление Торговлей,1С программирование,Аналитика,Базы данных,Бизнес-планирование,Моделирование бизнес процессов,Обучение и развитие,Обучение персонала,Подключение торгового оборудования к 1С,Постановка задач разработчикам,Разработка технических заданий,Системный подход,Системное мышление,Управленческие навыки,Управление командой,Ведение переговоров;Программист, разработчик;19
99964704;Инженер-разработчик по электропитанию;Москва;ЦНИИ Дельфин;2024-06-19 15:10:14;2024-06-19 15:10:14;Полный день;Полная занятость;От 3 до 6 лет;1;1;90000;;45000;AutoCAD,Готовность к командировкам,Коммуникабельность, стрессоустойчивость,Обязательность,Планирование рабочего времени,Пользователь ПК,Работа с большим объемом информации,Работа с оргтехникой,Работа в команде,Разработка документации,Взаимодействие с заказчиком;Программист, разработчик;12
102286267;Java full-stack developer;Санкт-Петербург;СБЕР;2024-06-19 15:10:00;2024-06-19 15:10:00;Полный день;Полная занятость;От 1 года до 3 лет;7;7;147900;208800;178350;;Программист, разработчик;0
98791517;Программист 1С;Воронеж;Воронежская Бумажная Фабрика;2024-06-19 15:08:46;2024-06-19 15:08:46;Полный день;Полная занятость;От 1 года до 3 лет;0;12;120000;;60000;;Программист, разработчик;0
101865494;Backend разработчик C# (AvaloniaUI, WPF) (Middle/Middle+);Санкт-Петербург;Creative;2024-06-19 15:08:42;2024-06-19 15:08:42;Удаленная работа;Полная занятость;От 1 года до 3 лет;122;122;150000;180000;165000;.NET Core,ASP.NET,Avalonia,AvaloniaUI,С#,SQL,WPF;Программист, разработчик;7
99964342;Программист PHP - fullstack разработчик middle;Самара;АУДИТОРИЯ - Agency;2024-06-19 15:07:35;2024-06-19 15:07:35;Полный день;Полная занятость;От 1 года до 3 лет;15;15;60000;70000;65000;Адаптивная верстка,Администрирование сайтов,Ajax,Bitrix,Bootstrap,CMS,CMS Bitrix,CMS Wordpress,Git,GitHub,HTML,Java Script,JavaScript,Joomla CMS,jQuery,js,JSON,Кроссбраузерная верстка,Laravel,MySQL,ООП,PHP,PHP5,PHP7,phpMyAdmin,Python,SQL,Веб-программирование,XML,Yii;Программист, разработчик;30
101510549;Backend разработчик PHP (Laravel);Санкт-Петербург;А-Кор;2024-06-19 15:07:26;2024-06-19 15:07:26;Полный день;Полная занятость;От 3 до 6 лет;43;43;156600;182700;169650;Git,GraphQL,Laravel,PHP,PostgreSQL;Программист, разработчик;5
102286050;Программист;Киров (Кировская область);КОГБУК Кировский областной краеведческий музей имени П.В. Алабина;2024-06-19 15:07:19;2024-06-19 15:07:19;Полный день;Полная занятость;Нет опыта;0;0;28000;;14000;;Программист, разработчик;0
94833989;Middle Python разработчик;Москва;Aiti Guru;2024-06-19 15:07:16;2024-06-19 15:07:16;Полный день;Полная занятость;От 3 до 6 лет;45;672;150000;;75000;CI/CD,Git,Linux,PostgreSQL,Python,RabbitMQ,Redis,SQL;Программист, разработчик;8
